Format Version,1.23,Take Name,Take 2024-04-16 11.26.20 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-16 11.26.21.092 AM,Capture Start Frame,160692,Total Frames in Take,6521,Total Exported Frames,6521,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1203,Unlabeled 1203,Unlabeled 1203,Unlabeled 1204,Unlabeled 1204,Unlabeled 1204,Unlabeled 1205,Unlabeled 1205,Unlabeled 1205,Unlabeled 1206,Unlabeled 1206,Unlabeled 1206,Unlabeled 1207,Unlabeled 1207,Unlabeled 1207,Unlabeled 1208,Unlabeled 1208,Unlabeled 1208,Unlabeled 1209,Unlabeled 1209,Unlabeled 1209
,ID,"CE7E0","CE7E0","CE7E0","CE7F0","CE7F0","CE7F0","CE8A0","CE8A0","CE8A0","CE900","CE900","CE900","CE8F0","CE8F0","CE8F0","CE910","CE910","CE910","CE940","CE940","CE940"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
5853,48.775000,,,,,,,,,,,,,-0.030390,-0.027035,0.087794,0.002881,-0.061159,-0.031047,-0.059179,-0.023847,0.018003
5854,48.783333,,,,,,,,,,,,,-0.030486,-0.026986,0.087793,0.002811,-0.061037,-0.031033,-0.059177,-0.023700,0.018058
5855,48.791667,,,,,,,,,,,,,-0.030469,-0.026939,0.087798,0.002757,-0.060902,-0.031032,-0.059230,-0.023578,0.018129
5856,48.800000,,,,,,,,,,,,,-0.030470,-0.026931,0.087788,0.002640,-0.060733,-0.031015,-0.059349,-0.023505,0.018209
5857,48.808333,,,,,,,,,,,,,-0.030474,-0.026919,0.087776,0.002708,-0.060536,-0.031038,-0.059484,-0.023425,0.018298
5858,48.816667,,,,,,,,,,,,,-0.030476,-0.026912,0.087756,0.002702,-0.060364,-0.031048,-0.059520,-0.023299,0.018368
5859,48.825000,,,,,,,,,,,,,-0.030502,-0.026917,0.087716,0.002696,-0.060230,-0.031053,-0.059514,-0.023161,0.018466
5860,48.833333,,,,,,,,,,,,,-0.030464,-0.026899,0.087662,0.002733,-0.060072,-0.031080,-0.059687,-0.023103,0.018590
5861,48.841667,,,,,,,,,,,,,-0.030544,-0.026921,0.087552,0.002730,-0.059900,-0.031088,-0.059809,-0.023036,0.018754
5862,48.850000,,,,,,,,,,,,,-0.030523,-0.026884,0.087409,0.002603,-0.059723,-0.031053,-0.059864,-0.022944,0.018913
5863,48.858333,,,,,,,,,,,,,-0.030526,-0.026864,0.087299,0.002630,-0.059509,-0.031022,-0.059943,-0.022861,0.019063
5864,48.866667,,,,,,,,,,,,,-0.030520,-0.026838,0.087181,0.002639,-0.059269,-0.030973,-0.060201,-0.022803,0.019212
5865,48.875000,,,,,,,,,,,,,-0.030575,-0.026837,0.087070,0.002555,-0.059044,-0.030923,-0.060346,-0.022725,0.019361
5866,48.883333,,,,,,,,,,,,,-0.030563,-0.026823,0.086965,0.002508,-0.058743,-0.030859,-0.060453,-0.022607,0.019513
5867,48.891667,,,,,,,,,,,,,-0.030573,-0.026826,0.086881,0.002496,-0.058448,-0.030805,-0.060698,-0.022550,0.019687
5868,48.900000,,,,,,,,,,,,,-0.030578,-0.026824,0.086800,0.002417,-0.058172,-0.030744,-0.060741,-0.022427,0.019854
5869,48.908333,,,,,,,,,,,,,-0.030501,-0.026789,0.086743,0.002360,-0.057818,-0.030666,-0.060868,-0.022324,0.020011
5870,48.916667,,,,,,,,,,,,,-0.030508,-0.026784,0.086669,0.002330,-0.057485,-0.030589,-0.061125,-0.022272,0.020158
5871,48.925000,,,,,,,,,,,,,-0.030510,-0.026765,0.086595,0.002205,-0.057183,-0.030492,-0.061298,-0.022211,0.020262
5872,48.933333,,,,,,,,,,,,,-0.030452,-0.026719,0.086496,0.002190,-0.056851,-0.030416,-0.061353,-0.022099,0.020342
5873,48.941667,,,,,,,,,,,,,-0.030417,-0.026699,0.086368,0.002105,-0.056520,-0.030340,-0.061631,-0.022077,0.020439
5874,48.950000,,,,,,,,,,,,,-0.030495,-0.026714,0.086199,0.002075,-0.056191,-0.030256,-0.061715,-0.022003,0.020456
5875,48.958333,,,,,,,,,,,,,-0.030575,-0.026734,0.085977,0.002159,-0.055860,-0.030203,-0.061857,-0.021972,0.020430
5876,48.966667,,,,,,,,,,,,,-0.030679,-0.026755,0.085688,0.002137,-0.055534,-0.030119,-0.061986,-0.021969,0.020368
5877,48.975000,,,,,,,,,,,,,-0.030671,-0.026713,0.085339,0.002159,-0.055223,-0.030041,-0.062192,-0.022027,0.020273
5878,48.983333,,,,,,,,,,,,,-0.030853,-0.026754,0.085025,0.002254,-0.054947,-0.029970,-0.062531,-0.022162,0.020120
5879,48.991667,,,,,,,,,,,,,-0.031006,-0.026789,0.084744,0.002336,-0.054655,-0.029906,-0.062708,-0.022220,0.019974
5880,49.000000,,,,,,,,,,,,,-0.030912,-0.026702,0.084515,0.002429,-0.054350,-0.029842,-0.062681,-0.022181,0.019835
5881,49.008333,,,,,,,,,,,,,-0.030902,-0.026683,0.084327,0.002418,-0.054088,-0.029738,-0.062816,-0.022218,0.019789
5882,49.016667,,,,,,,,,,,,,-0.030941,-0.026700,0.084184,0.002407,-0.053890,-0.029606,-0.063057,-0.022316,0.019845
5883,49.025000,,,,,,,,,,,,,-0.030984,-0.026722,0.084147,0.002497,-0.053861,-0.029586,-0.063137,-0.022392,0.019975
5884,49.033333,,,,,,,,,,,,,-0.031032,-0.026771,0.084130,0.002573,-0.053812,-0.029476,-0.063151,-0.022455,0.020076
5885,49.041667,,,,,,,,,,,,,-0.031051,-0.026815,0.084132,0.002611,-0.053788,-0.029340,-0.063086,-0.022478,0.020184
5886,49.050000,,,,,,,,,,,,,-0.031095,-0.026869,0.084141,0.002643,-0.053758,-0.029182,-0.062971,-0.022467,0.020309
5887,49.058333,,,,,,,,,,,,,-0.031132,-0.026954,0.084119,0.002757,-0.053716,-0.029032,-0.062844,-0.022443,0.020427
5888,49.066667,,,,,,,,,,,,,-0.031160,-0.027035,0.084067,0.002752,-0.053760,-0.028867,-0.062884,-0.022487,0.020526
5889,49.075000,,,,,,,,,,,,,-0.031194,-0.027174,0.083959,0.002689,-0.053885,-0.028670,-0.062865,-0.022543,0.020583
5890,49.083333,,,,,,,,,,,,,-0.031284,-0.027333,0.083816,0.002708,-0.053985,-0.028469,-0.062844,-0.022647,0.020639
5891,49.091667,,,,,,,,,,,,,-0.031274,-0.027400,0.083718,0.002585,-0.054146,-0.028277,-0.062834,-0.022770,0.020689
5892,49.100000,,,,,,,,,,,,,-0.031349,-0.027555,0.083619,0.002677,-0.054191,-0.028157,-0.062849,-0.022896,0.020716
5893,49.108333,,,,,,,,,,,,,-0.031301,-0.027603,0.083494,0.002657,-0.054247,-0.028072,-0.062844,-0.022950,0.020728
5894,49.116667,,,,,,,,,,,,,-0.031306,-0.027684,0.083346,0.002621,-0.054245,-0.028027,-0.062758,-0.022945,0.020708
5895,49.125000,,,,,,,,,,,,,-0.031142,-0.027714,0.083177,0.002543,-0.054220,-0.028018,-0.062724,-0.022958,0.020674
5896,49.133333,,,,,,,,,,,,,-0.031073,-0.027858,0.083002,0.002486,-0.054204,-0.028042,-0.062622,-0.022968,0.020632
5897,49.141667,,,,,,,,,,,,,-0.031071,-0.028109,0.082765,0.002468,-0.054202,-0.028110,-0.062447,-0.022969,0.020556
5898,49.150000,,,,,,,,,,,,,-0.031051,-0.028462,0.082524,0.002309,-0.054342,-0.028201,-0.062341,-0.023073,0.020480
5899,49.158333,,,,,,,,,,,,,-0.031023,-0.028790,0.082285,0.002195,-0.054589,-0.028334,-0.062308,-0.023262,0.020353
5900,49.166667,,,,,,,,,,,,,-0.030930,-0.029229,0.082047,0.002244,-0.054855,-0.028469,-0.062247,-0.023530,0.020178
5901,49.175000,,,,,,,,,,,,,-0.030830,-0.029604,0.081769,0.002162,-0.055226,-0.028578,-0.062233,-0.023910,0.019936
5902,49.183333,,,,,,,,,,,,,-0.030854,-0.030205,0.081468,0.002276,-0.055696,-0.028711,-0.062026,-0.024331,0.019660
5903,49.191667,,,,,,,,,,,,,-0.030931,-0.030819,0.081147,0.002270,-0.056306,-0.028839,-0.061878,-0.024914,0.019327
5904,49.200000,,,,,,,,,,,,,-0.031049,-0.031610,0.080837,0.002402,-0.057012,-0.028999,-0.061889,-0.025711,0.018946
5905,49.208333,,,,,,,,,,,,,-0.031049,-0.032471,0.080522,0.002448,-0.057827,-0.029159,-0.061662,-0.026513,0.018560
5906,49.216667,,,,,,,,,,,,,-0.031053,-0.033421,0.080202,0.002567,-0.058634,-0.029343,-0.061638,-0.027515,0.018104
5907,49.225000,,,,,,,,,,,,,-0.031033,-0.034452,0.079894,0.002683,-0.059537,-0.029529,-0.061509,-0.028569,0.017681
5908,49.233333,,,,,,,,,,,,,-0.031111,-0.035597,0.079529,0.002767,-0.060548,-0.029732,-0.061412,-0.029681,0.017219
5909,49.241667,,,,,,,,,,,,,-0.031148,-0.036852,0.079152,0.002875,-0.061706,-0.029953,-0.061212,-0.030875,0.016748
5910,49.250000,,,,,,,,,,,,,-0.031125,-0.038182,0.078776,0.002963,-0.062956,-0.030170,-0.061081,-0.032202,0.016291
5911,49.258333,,,,,,,,,,,,,-0.031242,-0.039549,0.078399,0.003022,-0.064267,-0.030408,-0.060986,-0.033579,0.015825
5912,49.266667,,,,,,,,,,,,,-0.031109,-0.040940,0.077998,0.003075,-0.065666,-0.030612,-0.060665,-0.034897,0.015332
5913,49.275000,,,,,,,,,,,,,-0.031083,-0.042298,0.077566,0.003183,-0.067071,-0.030837,-0.060612,-0.036417,0.014833
5914,49.283333,,,,,,,,,,,,,-0.030942,-0.043673,0.077128,0.003293,-0.068572,-0.031054,-0.060420,-0.037838,0.014352
5915,49.291667,,,,,,,,,,,,,-0.030810,-0.044989,0.076745,0.003428,-0.070046,-0.031239,-0.060287,-0.039321,0.013821
5916,49.300000,,,,,,,,,,,,,-0.030748,-0.046428,0.076400,0.003486,-0.071655,-0.031428,-0.060049,-0.040827,0.013378
5917,49.308333,,,,,,,,,,,,,-0.030860,-0.047933,0.076132,0.003651,-0.073238,-0.031615,-0.060028,-0.042417,0.012920
5918,49.316667,,,,,,,,,,,,,-0.030880,-0.049496,0.075897,0.003742,-0.074797,-0.031758,-0.059685,-0.043801,0.012479
5919,49.325000,,,,,,,,,,,,,-0.030855,-0.050963,0.075680,0.004039,-0.076273,-0.031897,-0.059601,-0.045324,0.012052
5920,49.333333,,,,,,,,,,,,,-0.030793,-0.052433,0.075465,0.004152,-0.077792,-0.032006,-0.059362,-0.046803,0.011668
5921,49.341667,,,,,,,,,,,,,-0.030816,-0.053852,0.075270,0.004390,-0.079283,-0.032107,-0.059148,-0.048232,0.011325
5922,49.350000,,,,,,,,,,,,,-0.030844,-0.055294,0.075060,0.004476,-0.080769,-0.032179,-0.059107,-0.049694,0.010987
5923,49.358333,,,,,,,,,,,,,-0.030776,-0.056655,0.074853,0.004668,-0.082253,-0.032270,-0.058950,-0.051100,0.010697
5924,49.366667,,,,,,,,,,,,,-0.030693,-0.058058,0.074650,0.004838,-0.083520,-0.032342,-0.058609,-0.052380,0.010421
5925,49.375000,,,,,,,,,,,,,-0.030515,-0.059362,0.074450,0.004997,-0.084831,-0.032423,-0.058388,-0.053632,0.010180
5926,49.383333,,,,,,,,,,,,,-0.030391,-0.060682,0.074232,0.005214,-0.085998,-0.032540,-0.058146,-0.054869,0.009948
5927,49.391667,,,,,,,,,,,,,-0.030100,-0.061884,0.074037,0.005405,-0.087136,-0.032671,-0.057983,-0.056019,0.009735
5928,49.400000,,,,,,,,,,,,,-0.029830,-0.063078,0.073828,0.005660,-0.088198,-0.032834,-0.057776,-0.057146,0.009567
5929,49.408333,,,,,,,,,,,,,-0.029683,-0.064275,0.073656,0.005878,-0.089252,-0.032987,-0.057503,-0.058206,0.009425
5930,49.416667,,,,,,,,,,,,,-0.029528,-0.065459,0.073512,0.006066,-0.090289,-0.033121,-0.057244,-0.059194,0.009290
5931,49.425000,,,,,,,,,,,,,-0.029287,-0.066563,0.073411,0.006303,-0.091275,-0.033252,-0.057028,-0.060164,0.009192
5932,49.433333,,,,,,,,,,,,,-0.029106,-0.067641,0.073312,0.006541,-0.092232,-0.033341,-0.056806,-0.061135,0.009089
5933,49.441667,,,,,,,,,,,,,-0.028930,-0.068636,0.073195,0.006662,-0.093241,-0.033414,-0.056428,-0.062072,0.008950
5934,49.450000,,,,,,,,,,,,,-0.028655,-0.069500,0.073058,0.006989,-0.094188,-0.033465,-0.056126,-0.062960,0.008836
5935,49.458333,,,,,,,,,,,,,-0.028453,-0.070287,0.072908,0.007214,-0.095193,-0.033513,-0.055843,-0.063822,0.008727
5936,49.466667,,,,,,,,,,,,,-0.028146,-0.071033,0.072760,0.007451,-0.096176,-0.033552,-0.055592,-0.064677,0.008616
5937,49.475000,,,,,,,,,,,,,-0.027827,-0.071781,0.072638,0.007719,-0.097088,-0.033618,-0.055220,-0.065460,0.008505
5938,49.483333,,,,,,,,,,,,,-0.027529,-0.072493,0.072511,0.007977,-0.097945,-0.033672,-0.054915,-0.066240,0.008419
5939,49.491667,,,,,,,,,,,,,-0.027230,-0.073274,0.072436,0.008256,-0.098766,-0.033731,-0.054553,-0.066982,0.008368
5940,49.500000,,,,,,,,,,,,,-0.026978,-0.074094,0.072415,0.008509,-0.099528,-0.033763,-0.054318,-0.067729,0.008359
5941,49.508333,,,,,,,,,,,,,-0.026769,-0.074929,0.072436,0.008819,-0.100175,-0.033784,-0.053947,-0.068408,0.008363
5942,49.516667,,,,,,,,,,,,,-0.026505,-0.075730,0.072469,0.009088,-0.100776,-0.033788,-0.053698,-0.069129,0.008404
5943,49.525000,,,,,,,,,,,,,-0.026181,-0.076515,0.072498,0.009342,-0.101413,-0.033785,-0.053456,-0.069871,0.008477
5944,49.533333,,,,,,,,,,,,,-0.025772,-0.077250,0.072519,0.009733,-0.101981,-0.033786,-0.053200,-0.070597,0.008544
5945,49.541667,,,,,,,,,,,,,-0.025437,-0.077948,0.072534,0.009903,-0.102650,-0.033771,-0.052880,-0.071333,0.008605
5946,49.550000,,,,,,,,,,,,,-0.025153,-0.078657,0.072563,0.010239,-0.103325,-0.033725,-0.052549,-0.072068,0.008648
5947,49.558333,,,,,,,,,,,,,-0.024769,-0.079335,0.072575,0.010549,-0.104042,-0.033692,-0.052226,-0.072746,0.008697
5948,49.566667,,,,,,,,,,,,,-0.024396,-0.080002,0.072605,0.010944,-0.104700,-0.033663,-0.051850,-0.073403,0.008723
5949,49.575000,,,,,,,,,,,,,-0.024086,-0.080743,0.072647,0.011173,-0.105282,-0.033619,-0.051452,-0.073979,0.008760
5950,49.583333,,,,,,,,,,,,,-0.023827,-0.081474,0.072683,0.011503,-0.105854,-0.033635,-0.051011,-0.074575,0.008824
5951,49.591667,,,,,,,,,,,,,-0.023524,-0.082179,0.072699,0.011815,-0.106471,-0.033650,-0.050760,-0.075250,0.008894
5952,49.600000,,,,,,,,,,,,,-0.023079,-0.082812,0.072725,0.012093,-0.107038,-0.033666,-0.050495,-0.075910,0.008958
5953,49.608333,,,,,,,,,,,,,-0.022745,-0.083475,0.072744,0.012417,-0.107622,-0.033681,-0.050236,-0.076504,0.009032
5954,49.616667,,,,,,,,,,,,,-0.022533,-0.084102,0.072777,0.012720,-0.108126,-0.033681,-0.049936,-0.077079,0.009093
5955,49.625000,,,,,,,,,,,,,-0.022172,-0.084719,0.072787,0.012975,-0.108564,-0.033700,-0.049577,-0.077626,0.009152
5956,49.633333,,,,,,,,,,,,,-0.021786,-0.085252,0.072812,0.013240,-0.109021,-0.033687,-0.049208,-0.078144,0.009207
5957,49.641667,,,,,,,,,,,,,-0.021612,-0.085816,0.072849,0.013562,-0.109412,-0.033713,-0.048977,-0.078610,0.009271
5958,49.650000,,,,,,,,,,,,,-0.021197,-0.086381,0.072896,0.013729,-0.109898,-0.033688,-0.048704,-0.079155,0.009286
5959,49.658333,,,,,,,,,,,,,-0.021003,-0.086962,0.072895,0.014160,-0.110280,-0.033700,-0.048534,-0.079743,0.009325
5960,49.666667,,,,,,,,,,,,,-0.020791,-0.087515,0.072929,0.014280,-0.110724,-0.033694,-0.048401,-0.080241,0.009352
5961,49.675000,,,,,,,,,,,,,-0.020664,-0.088090,0.072946,0.014478,-0.111082,-0.033703,-0.048271,-0.080800,0.009383
5962,49.683333,,,,,,,,,,,,,-0.020550,-0.088566,0.072978,0.014590,-0.111412,-0.033699,-0.048081,-0.081231,0.009426
5963,49.691667,,,,,,,,,,,,,-0.020413,-0.089004,0.072986,0.014791,-0.111698,-0.033727,-0.047857,-0.081628,0.009468
5964,49.700000,,,,,,,,,,,,,-0.020215,-0.089370,0.072996,0.014873,-0.111994,-0.033712,-0.047746,-0.081983,0.009512
5965,49.708333,,,,,,,,,,,,,-0.020234,-0.089799,0.073004,0.015044,-0.112231,-0.033727,-0.047569,-0.082328,0.009539
5966,49.716667,,,,,,,,,,,,,-0.019988,-0.090134,0.072995,0.015170,-0.112509,-0.033755,-0.047364,-0.082587,0.009553
5967,49.725000,,,,,,,,,,,,,-0.019944,-0.090490,0.072987,0.015283,-0.112789,-0.033766,-0.047229,-0.082918,0.009544
5968,49.733333,,,,,,,,,,,,,-0.019849,-0.090781,0.072960,0.015424,-0.113010,-0.033797,-0.047130,-0.083179,0.009541
5969,49.741667,,,,,,,,,,,,,-0.019640,-0.090996,0.072941,0.015494,-0.113230,-0.033820,-0.047016,-0.083403,0.009524
5970,49.750000,,,,,,,,,,,,,-0.019569,-0.091175,0.072891,0.015626,-0.113482,-0.033850,-0.046859,-0.083631,0.009469
5971,49.758333,,,,,,,,,,,,,-0.019594,-0.091363,0.072832,0.015727,-0.113725,-0.033864,-0.046747,-0.083836,0.009397
5972,49.766667,,,,,,,,,,,,,-0.019448,-0.091504,0.072760,0.015838,-0.113913,-0.033876,-0.046658,-0.083982,0.009333
5973,49.775000,,,,,,,,,,,,,-0.019376,-0.091664,0.072727,0.015973,-0.114086,-0.033900,-0.046600,-0.084140,0.009274
5974,49.783333,,,,,,,,,,,,,-0.019449,-0.091906,0.072722,0.016101,-0.114242,-0.033917,-0.046530,-0.084342,0.009217
5975,49.791667,,,,,,,,,,,,,-0.019465,-0.092113,0.072716,0.016172,-0.114341,-0.033927,-0.046458,-0.084522,0.009166
5976,49.800000,,,,,,,,,,,,,-0.019505,-0.092284,0.072700,0.016193,-0.114425,-0.033938,-0.046403,-0.084668,0.009141
5977,49.808333,,,,,,,,,,,,,-0.019460,-0.092404,0.072681,0.016244,-0.114496,-0.033968,-0.046400,-0.084795,0.009162
5978,49.816667,,,,,,,,,,,,,-0.019279,-0.092501,0.072663,0.016300,-0.114565,-0.033993,-0.046342,-0.084932,0.009186
5979,49.825000,,,,,,,,,,,,,-0.019182,-0.092617,0.072648,0.016390,-0.114605,-0.034025,-0.046194,-0.085069,0.009212
5980,49.833333,,,,,,,,,,,,,-0.019090,-0.092757,0.072645,0.016482,-0.114657,-0.034052,-0.046156,-0.085179,0.009220
5981,49.841667,,,,,,,,,,,,,-0.018947,-0.092849,0.072610,0.016541,-0.114751,-0.034087,-0.046125,-0.085281,0.009214
5982,49.850000,,,,,,,,,,,,,-0.018902,-0.092927,0.072562,0.016671,-0.114915,-0.034144,-0.046032,-0.085369,0.009178
5983,49.858333,,,,,,,,,,,,,-0.018722,-0.092932,0.072496,0.016716,-0.115088,-0.034172,-0.045958,-0.085433,0.009142
5984,49.866667,,,,,,,,,,,,,-0.018526,-0.092927,0.072433,0.016766,-0.115214,-0.034212,-0.045974,-0.085505,0.009105
5985,49.875000,,,,,,,,,,,,,-0.018515,-0.093015,0.072388,0.016779,-0.115299,-0.034214,-0.045930,-0.085575,0.009066
5986,49.883333,,,,,,,,,,,,,-0.018569,-0.093159,0.072371,0.016791,-0.115342,-0.034219,-0.045906,-0.085684,0.009040
5987,49.891667,,,,,,,,,,,,,-0.018605,-0.093297,0.072382,0.016796,-0.115367,-0.034215,-0.045887,-0.085848,0.009034
5988,49.900000,,,,,,,,,,,,,-0.018700,-0.093504,0.072413,0.016823,-0.115397,-0.034209,-0.045797,-0.086004,0.009039
5989,49.908333,,,,,,,,,,,,,-0.018754,-0.093711,0.072441,0.016848,-0.115429,-0.034201,-0.045819,-0.086191,0.009068
5990,49.916667,,,,,,,,,,,,,-0.018765,-0.093875,0.072476,0.016875,-0.115451,-0.034187,-0.045787,-0.086315,0.009116
5991,49.925000,,,,,,,,,,,,,-0.018858,-0.094057,0.072532,0.016908,-0.115466,-0.034157,-0.045819,-0.086433,0.009170
5992,49.933333,,,,,,,,,,,,,-0.018843,-0.094208,0.072574,0.016904,-0.115478,-0.034116,-0.045800,-0.086523,0.009221
5993,49.941667,,,,,,,,,,,,,-0.018816,-0.094342,0.072613,0.016899,-0.115519,-0.034078,-0.045782,-0.086623,0.009268
5994,49.950000,,,,,,,,,,,,,-0.018701,-0.094449,0.072647,0.016894,-0.115603,-0.034036,-0.045776,-0.086748,0.009297
5995,49.958333,,,,,,,,,,,,,-0.018619,-0.094549,0.072673,0.016908,-0.115695,-0.034004,-0.045761,-0.086836,0.009322
5996,49.966667,,,,,,,,,,,,,-0.018609,-0.094648,0.072688,0.016892,-0.115836,-0.033959,-0.045803,-0.086913,0.009344
5997,49.975000,,,,,,,,,,,,,-0.018589,-0.094743,0.072691,0.016866,-0.115922,-0.033932,-0.045734,-0.086964,0.009336
5998,49.983333,,,,,,,,,,,,,-0.018664,-0.094859,0.072692,0.016885,-0.116010,-0.033921,-0.045683,-0.087012,0.009311
5999,49.991667,,,,,,,,,,,,,-0.018739,-0.094969,0.072675,0.016869,-0.116058,-0.033918,-0.045682,-0.087054,0.009302
6000,50.000000,,,,,,,,,,,,,-0.018816,-0.095123,0.072657,0.016864,-0.116087,-0.033921,-0.045712,-0.087116,0.009272
6001,50.008333,,,,,,,,,,,,,-0.018932,-0.095296,0.072629,0.016826,-0.116073,-0.033931,-0.045738,-0.087195,0.009240
6002,50.016667,,,,,,,,,,,,,-0.019049,-0.095539,0.072606,0.016823,-0.116009,-0.033972,-0.045831,-0.087287,0.009192
6003,50.025000,,,,,,,,,,,,,-0.019138,-0.095781,0.072567,0.016801,-0.115964,-0.034001,-0.045862,-0.087391,0.009117
6004,50.033333,,,,,,,,,,,,,-0.019223,-0.095962,0.072521,0.016795,-0.115959,-0.034054,-0.046026,-0.087576,0.009032
6005,50.041667,,,,,,,,,,,,,-0.019328,-0.096082,0.072456,0.016760,-0.116077,-0.034107,-0.046130,-0.087801,0.008913
6006,50.050000,,,,,,,,,,,,,-0.019435,-0.096127,0.072396,0.016681,-0.116286,-0.034140,-0.046253,-0.088015,0.008820
6007,50.058333,,,,,,,,,,,,,-0.019539,-0.096150,0.072319,0.016639,-0.116501,-0.034161,-0.046270,-0.088189,0.008727
6008,50.066667,,,,,,,,,,,,,-0.019666,-0.096199,0.072268,0.016578,-0.116718,-0.034162,-0.046403,-0.088330,0.008675
6009,50.075000,,,,,,,,,,,,,-0.019759,-0.096281,0.072238,0.016529,-0.116890,-0.034149,-0.046420,-0.088400,0.008629
6010,50.083333,,,,,,,,,,,,,-0.019796,-0.096342,0.072251,0.016339,-0.117033,-0.034101,-0.046435,-0.088455,0.008625
6011,50.091667,,,,,,,,,,,,,-0.019831,-0.096410,0.072294,0.016284,-0.117072,-0.034082,-0.046562,-0.088530,0.008678
6012,50.100000,,,,,,,,,,,,,-0.019866,-0.096483,0.072365,0.016190,-0.117089,-0.034049,-0.046616,-0.088565,0.008743
6013,50.108333,,,,,,,,,,,,,-0.020050,-0.096596,0.072455,0.016082,-0.117082,-0.034005,-0.046677,-0.088597,0.008835
6014,50.116667,,,,,,,,,,,,,-0.020184,-0.096723,0.072558,0.016009,-0.117054,-0.033945,-0.046808,-0.088616,0.008990
6015,50.125000,,,,,,,,,,,,,-0.020231,-0.096797,0.072678,0.015965,-0.116988,-0.033870,-0.046928,-0.088634,0.009157
6016,50.133333,,,,,,,,,,,,,-0.020252,-0.096878,0.072802,0.015934,-0.116948,-0.033779,-0.046892,-0.088631,0.009287
6017,50.141667,,,,,,,,,,,,,-0.020304,-0.096927,0.072933,0.015901,-0.116922,-0.033678,-0.046980,-0.088670,0.009428
6018,50.150000,,,,,,,,,,,,,-0.020251,-0.096932,0.073052,0.015828,-0.116898,-0.033571,-0.047014,-0.088707,0.009532
6019,50.158333,,,,,,,,,,,,,-0.020261,-0.096906,0.073145,0.015792,-0.116877,-0.033473,-0.047033,-0.088725,0.009626
6020,50.166667,,,,,,,,,,,,,-0.020397,-0.096909,0.073230,0.015708,-0.116887,-0.033382,-0.047260,-0.088790,0.009744
6021,50.175000,,,,,,,,,,,,,-0.020375,-0.096817,0.073303,0.015769,-0.116850,-0.033301,-0.047294,-0.088750,0.009830
6022,50.183333,,,,,,,,,,,,,-0.020431,-0.096790,0.073356,0.015674,-0.116832,-0.033223,-0.047365,-0.088709,0.009902
6023,50.191667,,,,,,,,,,,,,-0.020566,-0.096775,0.073404,0.015622,-0.116774,-0.033180,-0.047411,-0.088650,0.009956
6024,50.200000,,,,,,,,,,,,,-0.020645,-0.096720,0.073452,0.015577,-0.116710,-0.033151,-0.047388,-0.088555,0.009987
6025,50.208333,,,,,,,,,,,,,-0.020703,-0.096622,0.073499,0.015478,-0.116637,-0.033115,-0.047381,-0.088435,0.010026
6026,50.216667,,,,,,,,,,,,,-0.020692,-0.096520,0.073529,0.015410,-0.116549,-0.033075,-0.047455,-0.088339,0.010070
6027,50.225000,,,,,,,,,,,,,-0.020738,-0.096386,0.073551,0.015321,-0.116438,-0.033034,-0.047494,-0.088206,0.010098
6028,50.233333,,,,,,,,,,,,,-0.020737,-0.096242,0.073578,0.015299,-0.116293,-0.032998,-0.047515,-0.088064,0.010128
6029,50.241667,,,,,,,,,,,,,-0.020860,-0.096170,0.073598,0.015286,-0.116124,-0.032970,-0.047590,-0.087973,0.010159
6030,50.250000,,,,,,,,,,,,,-0.020986,-0.096091,0.073628,0.015261,-0.116002,-0.032936,-0.047585,-0.087887,0.010171
6031,50.258333,,,,,,,,,,,,,-0.021041,-0.096007,0.073659,0.015240,-0.115901,-0.032921,-0.047651,-0.087826,0.010194
6032,50.266667,,,,,,,,,,,,,-0.021016,-0.095870,0.073670,0.015207,-0.115834,-0.032913,-0.047637,-0.087721,0.010218
6033,50.275000,,,,,,,,,,,,,-0.020958,-0.095716,0.073684,0.015197,-0.115780,-0.032905,-0.047670,-0.087595,0.010267
6034,50.283333,,,,,,,,,,,,,-0.020937,-0.095593,0.073703,0.015126,-0.115727,-0.032886,-0.047615,-0.087441,0.010306
6035,50.291667,,,,,,,,,,,,,-0.020888,-0.095438,0.073744,0.015077,-0.115656,-0.032865,-0.047661,-0.087267,0.010373
6036,50.300000,,,,,,,,,,,,,-0.020825,-0.095314,0.073765,0.015039,-0.115602,-0.032838,-0.047614,-0.087123,0.010410
6037,50.308333,,,,,,,,,,,,,-0.020863,-0.095226,0.073796,0.015007,-0.115568,-0.032816,-0.047587,-0.087021,0.010443
6038,50.316667,,,,,,,,,,,,,-0.020897,-0.095137,0.073835,0.015025,-0.115500,-0.032782,-0.047595,-0.086918,0.010490
6039,50.325000,,,,,,,,,,,,,-0.020986,-0.095099,0.073872,0.015031,-0.115414,-0.032740,-0.047634,-0.086850,0.010519
