Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
8.14,0.166033,0.984585,-0.747296,-0.385552,2.655697,-1.291661,-0.409221,2.858524,-0.355803,-0.175514,0.204763,0.509924,-0.619839,2.429085,-0.77325,0.541482,2.518997,-1.144147,-0.249491,0.825444,-0.048103,0.319603,2.854531,-0.237052,0.57065,2.365237,-0.539689,0.103337,3.137704,-0.231011,-0.417673,1.791903,-0.230205
8.15,0.166752,0.992785,-0.736138,-0.3939,2.651086,-1.293535,-0.407925,2.879022,-0.375612,-0.175778,0.229847,0.496064,-0.627502,2.433762,-0.774383,0.55152,2.524588,-1.147542,-0.256308,0.839836,-0.074203,0.324684,2.874347,-0.25899,0.58459,2.376256,-0.541562,0.3446,1.764388,-0.218192,-0.415792,1.810351,-0.23665
8.16,0.168369,1.001339,-0.722751,-0.402144,2.643846,-1.294273,-0.409301,2.899678,-0.392533,-0.174274,0.255681,0.478658,-0.633872,2.439151,-0.773093,0.561338,2.529039,-1.149598,-0.262044,0.854127,-0.104255,0.329428,2.896388,-0.282663,0.598747,2.388426,-0.542387,0.34708,1.789812,-0.227335,-0.415286,1.832983,-0.241512
8.17,0.170225,1.01102,-0.707596,-0.411742,2.635165,-1.29472,-0.408555,2.921156,-0.412026,-0.171042,0.285889,0.45358,-0.640725,2.444464,-0.769001,0.570733,2.531476,-1.151196,-0.269966,0.870544,-0.139068,0.334255,2.918354,-0.306915,0.612321,2.401546,-0.541917,0.349407,1.815148,-0.236488,-0.412863,1.855379,-0.244157
8.18,0.172194,1.02142,-0.691381,-0.420967,2.623609,-1.293679,-0.40683,2.941853,-0.431838,-0.167969,0.315761,0.422256,-0.647249,2.449828,-0.763745,0.57999,2.532349,-1.15211,-0.279738,0.890011,-0.177526,0.339243,2.939303,-0.332182,0.625774,2.41455,-0.540682,0.351819,1.8407,-0.245082,-0.410827,1.880591,-0.246217
8.19,0.174479,1.032255,-0.675338,-0.430313,2.610907,-1.291635,-0.408348,2.96063,-0.447795,-0.164532,0.344942,0.386046,-0.652695,2.454396,-0.755524,0.589148,2.531227,-1.152362,-0.287732,0.91157,-0.216357,0.343296,2.959336,-0.357633,0.638113,2.426601,-0.539228,0.354281,1.865867,-0.252835,-0.408271,1.904477,-0.248198
8.2,0.177734,1.042233,-0.659024,-0.439615,2.595831,-1.287907,-0.408494,2.978057,-0.464676,-0.160847,0.369926,0.34878,-0.658501,2.458034,-0.746014,0.59733,2.528437,-1.152354,-0.295643,0.934916,-0.254657,0.347011,2.977632,-0.383073,0.649479,2.437513,-0.537087,0.355743,1.890235,-0.260147,-0.40719,1.928119,-0.251195
8.21,0.181456,1.052362,-0.643166,-0.448769,2.580385,-1.282203,-0.411929,2.993043,-0.478129,-0.15359,0.385143,0.312836,-0.663859,2.460767,-0.735732,0.605241,2.523478,-1.151514,-0.300771,0.957221,-0.293532,0.350391,2.993331,-0.407702,0.659102,2.446636,-0.534697,0.356949,1.912867,-0.267759,-0.404638,1.950138,-0.25463
8.22,0.185169,1.061154,-0.628143,-0.456951,2.563101,-1.27385,-0.41422,3.006154,-0.491737,-0.152541,0.399597,0.26256,-0.668139,2.461998,-0.724132,0.612649,2.517104,-1.149786,-0.30572,0.980871,-0.331605,0.353948,3.006587,-0.431691,0.666536,2.453376,-0.531606,0.357663,1.933654,-0.275169,-0.403082,1.97017,-0.25891
8.23,0.18822,1.068717,-0.615721,-0.464461,2.546632,-1.263687,-0.416727,3.016527,-0.503805,-0.14955,0.404604,0.2093,-0.671956,2.460986,-0.710493,0.619676,2.509293,-1.146846,-0.309241,1.004176,-0.36914,0.357003,3.01561,-0.453615,0.672104,2.457789,-0.527431,0.358348,1.95198,-0.282872,-0.401088,1.988862,-0.263058
8.24,0.190919,1.074844,-0.605828,-0.47221,2.528784,-1.251133,-0.418903,3.024184,-0.51501,-0.14777,0.403227,0.1517,-0.674771,2.458507,-0.695983,0.626475,2.500053,-1.141981,-0.311594,1.025533,-0.405811,0.361246,3.022338,-0.474316,0.675218,2.459441,-0.522389,0.358864,1.966206,-0.290915,-0.401747,2.00752,-0.271474
8.25,0.19351,1.079289,-0.598719,-0.480896,2.509651,-1.237727,-0.420511,3.028398,-0.525951,-0.147327,0.39801,0.092032,-0.67553,2.454268,-0.679425,0.632639,2.488896,-1.136206,-0.311419,1.045455,-0.44071,0.36636,3.026935,-0.492703,0.676722,2.459713,-0.516709,0.360688,1.977971,-0.298705,-0.398812,2.021872,-0.278129
8.26,0.195545,1.081275,-0.593425,-0.487511,2.488277,-1.222427,-0.421291,3.029227,-0.536438,-0.148724,0.388936,0.028616,-0.675407,2.449172,-0.661201,0.638486,2.475917,-1.128863,-0.308724,1.063147,-0.474602,0.370977,3.029002,-0.509528,0.676168,2.457291,-0.509895,0.362232,1.985093,-0.307575,-0.395347,2.033917,-0.287217
8.27,0.196995,1.080306,-0.588936,-0.494618,2.465331,-1.204818,-0.422087,3.029913,-0.545933,-0.152079,0.376231,-0.038387,-0.674178,2.441759,-0.641869,0.643405,2.461339,-1.120044,-0.304812,1.079149,-0.505738,0.376163,3.02928,-0.524923,0.67367,2.453372,-0.501775,0.364657,1.989311,-0.316487,-0.389745,2.041537,-0.296318
8.28,0.198383,1.076552,-0.583775,-0.500859,2.441428,-1.185717,-0.422691,3.027233,-0.553959,-0.156878,0.361807,-0.108179,-0.671701,2.434973,-0.620279,0.6479,2.444649,-1.10978,-0.300188,1.091492,-0.535966,0.38059,3.028106,-0.539567,0.668945,2.447445,-0.492596,0.367373,1.990123,-0.326482,-0.387036,2.04768,-0.30844
8.29,0.199227,1.06984,-0.578111,-0.508053,2.416886,-1.16529,-0.422373,3.023658,-0.562003,-0.161677,0.346534,-0.178576,-0.667033,2.425656,-0.597229,0.651254,2.426228,-1.098373,-0.294908,1.099861,-0.564268,0.38571,3.025194,-0.553078,0.661898,2.440022,-0.481817,0.369628,1.987574,-0.337796,-0.385569,2.051954,-0.321783
8.3,0.199237,1.060858,-0.57154,-0.513509,2.390802,-1.142479,-0.421108,3.014812,-0.567575,-0.165995,0.331867,-0.248863,-0.660915,2.414947,-0.572671,0.653879,2.406197,-1.085604,-0.289101,1.106242,-0.592349,0.391132,3.020498,-0.565637,0.653436,2.43119,-0.470115,0.371996,1.982443,-0.3505,-0.38046,2.051704,-0.335194
8.31,0.199505,1.048805,-0.563815,-0.517916,2.363531,-1.11742,-0.420547,3.008737,-0.574707,-0.169241,0.318547,-0.318707,-0.653389,2.403888,-0.546467,0.655149,2.384673,-1.071572,-0.283485,1.109085,-0.620989,0.396922,3.01448,-0.57703,0.643386,2.42157,-0.457097,0.374492,1.974817,-0.364134,-0.378177,2.050303,-0.349601
8.32,0.199114,1.03443,-0.554599,-0.522343,2.335605,-1.091592,-0.419481,2.998684,-0.57864,-0.170974,0.30646,-0.385314,-0.644669,2.391201,-0.518966,0.655767,2.361495,-1.056611,-0.277927,1.109129,-0.648713,0.402169,3.007009,-0.588067,0.632377,2.410866,-0.443528,0.377551,1.964716,-0.378533,-0.375005,2.045372,-0.36519
8.33,0.199525,1.017869,-0.543305,-0.525811,2.307004,-1.064328,-0.420504,2.988371,-0.583062,-0.172297,0.29647,-0.446301,-0.633989,2.379179,-0.491067,0.655598,2.337158,-1.040797,-0.27303,1.10625,-0.67702,0.40763,2.998297,-0.598288,0.620513,2.400444,-0.429695,0.380762,1.953146,-0.393614,-0.372404,2.03872,-0.381503
8.34,0.200564,1.000412,-0.530257,-0.526976,2.276732,-1.036642,-0.420233,2.973899,-0.585037,-0.169414,0.286631,-0.502534,-0.621892,2.366859,-0.462639,0.653804,2.31124,-1.024656,-0.269002,1.10165,-0.705859,0.411955,2.987641,-0.608668,0.607814,2.389519,-0.416357,0.38375,1.939474,-0.40929,-0.368559,2.029765,-0.398235
8.35,0.201304,0.982125,-0.515051,-0.527798,2.24647,-1.008573,-0.420493,2.96149,-0.588903,-0.168433,0.276906,-0.551815,-0.60943,2.354353,-0.434368,0.651336,2.284008,-1.008212,-0.265125,1.094942,-0.736183,0.415814,2.974506,-0.619099,0.595133,2.378187,-0.402478,0.3869,1.924003,-0.425471,-0.366316,2.018744,-0.415112
8.36,0.201994,0.962926,-0.498231,-0.528412,2.215734,-0.978966,-0.418263,2.944801,-0.590692,-0.165196,0.267173,-0.595513,-0.595423,2.341677,-0.405622,0.647508,2.255477,-0.99191,-0.262292,1.08688,-0.767485,0.419732,2.959376,-0.629555,0.58256,2.366015,-0.389279,0.389991,1.906764,-0.441668,-0.363869,2.005236,-0.433282
8.37,0.202113,0.943578,-0.480144,-0.527373,2.186601,-0.950711,-0.416875,2.927001,-0.59309,-0.160427,0.255507,-0.630891,-0.580525,2.329184,-0.377666,0.642857,2.226163,-0.975774,-0.25985,1.077509,-0.799483,0.423792,2.942042,-0.639607,0.570958,2.353021,-0.376586,0.39268,1.887474,-0.457911,-0.360453,1.98846,-0.449816
8.38,0.203767,0.925565,-0.463419,-0.526166,2.156998,-0.921715,-0.416226,2.90812,-0.594836,-0.155076,0.245778,-0.655976,-0.565527,2.316554,-0.350736,0.636957,2.196627,-0.960126,-0.257345,1.066158,-0.83221,0.427558,2.922518,-0.649522,0.55961,2.339218,-0.364826,0.395581,1.868183,-0.473367,-0.358706,1.971721,-0.467376
8.39,0.203257,0.906229,-0.446476,-0.523914,2.127977,-0.893088,-0.415038,2.888115,-0.596547,-0.151069,0.235009,-0.675581,-0.549911,2.303529,-0.325491,0.630833,2.166816,-0.945659,-0.254974,1.053345,-0.865598,0.431327,2.900671,-0.659003,0.549016,2.323358,-0.35362,0.398659,1.847824,-0.489141,-0.356638,1.951284,-0.484311
8.4,0.202584,0.886271,-0.431933,-0.521056,2.09905,-0.865758,-0.413646,2.865217,-0.598445,-0.145343,0.224849,-0.687139,-0.533531,2.28993,-0.300141,0.623827,2.137156,-0.932765,-0.254212,1.039013,-0.89857,0.434715,2.876564,-0.668509,0.539495,2.306069,-0.343689,0.401701,1.825789,-0.50367,-0.354105,1.928817,-0.501754
8.41,0.200598,0.864707,-0.421126,-0.518727,2.069726,-0.839976,-0.411931,2.840825,-0.600952,-0.139809,0.215252,-0.69119,-0.516128,2.275806,-0.276995,0.616196,2.108046,-0.921643,-0.25214,1.023506,-0.93184,0.437898,2.850042,-0.678425,0.531123,2.287558,-0.335282,0.405017,1.801871,-0.5179,-0.350357,1.903675,-0.521379
8.42,0.200858,0.845085,-0.41772,-0.515422,2.041848,-0.815666,-0.411331,2.814392,-0.604134,-0.134684,0.206361,-0.691792,-0.499264,2.261298,-0.253862,0.607966,2.079509,-0.91288,-0.248974,1.00657,-0.963847,0.440885,2.821929,-0.688499,0.523661,2.267606,-0.329314,0.409433,1.778089,-0.529819,-0.349924,1.878301,-0.538853
8.43,0.200075,0.823312,-0.418153,-0.51331,2.014017,-0.793636,-0.411563,2.786834,-0.607855,-0.130797,0.197977,-0.688081,-0.480885,2.246944,-0.235992,0.599629,2.05192,-0.906663,-0.245404,0.989085,-0.994888,0.44337,2.793675,-0.698593,0.518099,2.247249,-0.325818,0.412914,1.754132,-0.541222,-0.347132,1.850205,-0.559408
8.44,0.2008,0.803009,-0.419787,-0.511362,1.986986,-0.773892,-0.412135,2.761148,-0.612913,-0.128229,0.189699,-0.683631,-0.460874,2.233889,-0.22146,0.590772,2.025886,-0.903373,-0.239127,0.969103,-1.022865,0.445328,2.767531,-0.707777,0.513169,2.227062,-0.325973,0.416577,1.731115,-0.55206,-0.345071,1.822918,-0.580302
8.45,0.202597,0.78333,-0.421164,-0.505408,1.958664,-0.752072,-0.412009,2.738051,-0.619102,-0.126711,0.180453,-0.680137,-0.443213,2.221611,-0.21231,0.581521,2.002513,-0.904067,-0.232869,0.948559,-1.050214,0.446624,2.744653,-0.716094,0.50888,2.207201,-0.329189,0.420895,1.710685,-0.562602,-0.341697,1.795403,-0.602327
8.46,0.202181,0.762556,-0.422247,-0.506779,1.939176,-0.744074,-0.411381,2.719201,-0.627653,-0.12417,0.171005,-0.677826,-0.427367,2.212538,-0.207192,0.572564,1.982767,-0.908473,-0.225821,0.927484,-1.074887,0.447527,2.725111,-0.723495,0.505347,2.188929,-0.334653,0.424451,1.691777,-0.573881,-0.338786,1.768405,-0.624523
8.47,0.207238,0.74664,-0.42462,-0.505188,1.920596,-0.735626,-0.409801,2.702082,-0.638316,-0.121776,0.162008,-0.676139,-0.413758,2.205078,-0.206734,0.563496,1.96781,-0.917463,-0.218997,0.906559,-1.096826,0.448547,2.709017,-0.730169,0.501837,2.171902,-0.34278,0.427544,1.676025,-0.586053,-0.335399,1.745818,-0.648907
8.48,0.213467,0.734757,-0.429394,-0.503576,1.905058,-0.73178,-0.408779,2.688712,-0.650354,-0.119876,0.156387,-0.675147,-0.402641,2.198553,-0.210522,0.555595,1.958161,-0.931254,-0.21465,0.887206,-1.118076,0.449607,2.6957,-0.737673,0.49826,2.156758,-0.352913,0.430366,1.662675,-0.599203,-0.333022,1.724211,-0.671509
8.49,0.2209,0.7265,-0.437498,-0.501367,1.892367,-0.734864,-0.407141,2.678728,-0.663517,-0.118129,0.153265,-0.675847,-0.393329,2.192456,-0.217891,0.548775,1.953616,-0.94914,-0.208595,0.871441,-1.136101,0.450466,2.684693,-0.747556,0.495412,2.142952,-0.365386,0.43287,1.651886,-0.613283,-0.330763,1.71388,-0.69349
8.5,0.227552,0.719396,-0.448113,-0.500466,1.883919,-0.745379,-0.405676,2.671963,-0.67739,-0.116434,0.15128,-0.677112,-0.387415,2.185584,-0.230221,0.543302,1.954104,-0.970529,-0.202945,0.861351,-1.152602,0.451726,2.676401,-0.759966,0.492529,2.131382,-0.381415,0.4347,1.64422,-0.628161,-0.326219,1.708054,-0.714978
8.51,0.234013,0.714502,-0.463066,-0.500846,1.881211,-0.763191,-0.404407,2.668273,-0.692508,-0.11625,0.150311,-0.67921,-0.385121,2.17926,-0.24772,0.538706,1.958681,-0.995163,-0.196523,0.856458,-1.167083,0.452899,2.671329,-0.774686,0.491966,2.123161,-0.400221,0.43688,1.64108,-0.642666,-0.323635,1.705358,-0.734122
8.52,0.241526,0.712335,-0.484019,-0.500899,1.882869,-0.790113,-0.403278,2.669032,-0.708894,-0.117384,0.152483,-0.681339,-0.389446,2.173057,-0.270468,0.535035,1.966848,-1.022066,-0.187391,0.85344,-1.177825,0.453881,2.670489,-0.790707,0.492634,2.117681,-0.422689,0.439106,1.640719,-0.657003,-0.320907,1.706415,-0.752543
8.53,0.252557,0.714024,-0.511908,-0.502268,1.889295,-0.822809,-0.40191,2.673448,-0.727582,-0.117836,0.15526,-0.681908,-0.395291,2.169775,-0.297709,0.532339,1.977845,-1.050958,-0.181662,0.852627,-1.187297,0.454915,2.673669,-0.807819,0.496117,2.116189,-0.448289,0.440538,1.6433,-0.670199,-0.318714,1.709378,-0.769848
8.54,0.260838,0.714544,-0.545889,-0.504019,1.901578,-0.861684,-0.400658,2.680712,-0.747468,-0.119448,0.158765,-0.683504,-0.403508,2.168861,-0.328819,0.530137,1.991805,-1.082026,-0.177206,0.85389,-1.191728,0.456083,2.681073,-0.825789,0.50074,2.118339,-0.476694,0.442132,1.64997,-0.681662,-0.318932,1.718538,-0.785258
8.55,0.270147,0.718436,-0.583422,-0.504897,1.915961,-0.904213,-0.399022,2.691162,-0.770533,-0.122479,0.161985,-0.68571,-0.414646,2.171234,-0.363008,0.528653,2.008206,-1.114341,-0.173349,0.856614,-1.193662,0.456885,2.692026,-0.844661,0.507069,2.123891,-0.507659,0.443044,1.659218,-0.69136,-0.315259,1.725357,-0.802706
8.56,0.280401,0.726057,-0.625256,-0.505475,1.934875,-0.948728,-0.397841,2.702866,-0.796185,-0.126475,0.164632,-0.688225,-0.426846,2.176044,-0.400179,0.527857,2.027059,-1.148111,-0.171032,0.861113,-1.191449,0.457975,2.706186,-0.863398,0.514482,2.131445,-0.538881,0.443447,1.671542,-0.700171,-0.314852,1.739103,-0.816805
8.57,0.291196,0.737134,-0.66788,-0.506167,1.956974,-0.996273,-0.395085,2.716372,-0.82371,-0.127819,0.163436,-0.688304,-0.440731,2.184042,-0.439205,0.52743,2.048469,-1.182587,-0.168114,0.8672,-1.186856,0.459719,2.723006,-0.881995,0.522974,2.142202,-0.571133,0.444137,1.685406,-0.70819,-0.3129,1.753667,-0.831338
8.58,0.302967,0.753297,-0.708599,-0.504893,1.979593,-1.044633,-0.392322,2.731643,-0.85317,-0.134392,0.165032,-0.691136,-0.455065,2.193191,-0.480051,0.527461,2.071529,-1.216921,-0.165281,0.872872,-1.176591,0.461767,2.741256,-0.900866,0.532382,2.154423,-0.603594,0.444747,1.701924,-0.714952,-0.310549,1.770631,-0.845593
8.59,0.314619,0.771994,-0.74814,-0.50292,2.004285,-1.093895,-0.388085,2.748627,-0.883279,-0.138604,0.163877,-0.692383,-0.470699,2.204021,-0.523193,0.528244,2.096288,-1.2513,-0.166094,0.880889,-1.16576,0.46435,2.760473,-0.918905,0.5426,2.167686,-0.636485,0.446659,1.721484,-0.721696,-0.310549,1.770631,-0.845593
8.6,0.32471,0.794951,-0.781882,-0.50217,2.029855,-1.143737,-0.383845,2.766589,-0.913047,-0.143076,0.163574,-0.691335,-0.484063,2.216464,-0.57128,0.52939,2.121656,-1.286003,-0.165746,0.887597,-1.148813,0.467424,2.780714,-0.936544,0.553364,2.182152,-0.670013,0.448405,1.743275,-0.727713,-0.303375,1.809844,-0.871143
8.61,0.334212,0.818954,-0.815105,-0.499634,2.05418,-1.194737,-0.377581,2.785915,-0.942777,-0.148604,0.161747,-0.690552,-0.499789,2.229307,-0.618539,0.53117,2.146844,-1.320595,-0.166451,0.894017,-1.131421,0.470794,2.800966,-0.954592,0.564057,2.197237,-0.704271,0.450833,1.76585,-0.734354,-0.299517,1.827512,-0.883166
8.62,0.343415,0.845998,-0.84905,-0.497048,2.079453,-1.245408,-0.37143,2.806301,-0.971674,-0.151252,0.161989,-0.690315,-0.514133,2.243946,-0.666798,0.533427,2.17096,-1.355144,-0.167381,0.900921,-1.111015,0.474775,2.821828,-0.971629,0.574317,2.213229,-0.738364,0.453735,1.79003,-0.741584,-0.295233,1.844602,-0.894629
8.63,0.350917,0.873069,-0.880013,-0.494497,2.104363,-1.297421,-0.364571,2.827092,-0.999904,-0.155505,0.163718,-0.690504,-0.528779,2.259483,-0.716433,0.536996,2.193886,-1.389867,-0.16765,0.910609,-1.088471,0.478896,2.843046,-0.988554,0.58365,2.229586,-0.773056,0.456756,1.814796,-0.750072,-0.290071,1.862535,-0.903764
8.64,0.357035,0.900321,-0.911002,-0.490261,2.128791,-1.349289,-0.358793,2.849705,-1.027282,-0.158706,0.16737,-0.691313,-0.540862,2.275871,-0.767261,0.54097,2.215119,-1.424441,-0.167667,0.921848,-1.06558,0.483267,2.864341,-1.005337,0.59207,2.246559,-0.807486,0.459275,1.84009,-0.759765,-0.287858,1.881342,-0.912274
8.65,0.36357,0.929166,-0.941997,-0.48689,2.153919,-1.400898,-0.351667,2.871849,-1.053358,-0.162881,0.172495,-0.692922,-0.551737,2.292877,-0.819088,0.545904,2.23392,-1.458649,-0.166811,0.934522,-1.042686,0.487176,2.885514,-1.0224,0.600093,2.263899,-0.841222,0.462289,1.865821,-0.77108,-0.284887,1.899801,-0.919873
8.66,0.368402,0.957249,-0.972351,-0.481997,2.17737,-1.45238,-0.345123,2.894287,-1.077943,-0.167676,0.181392,-0.693336,-0.561493,2.31041,-0.87062,0.551453,2.250731,-1.491981,-0.164539,0.949508,-1.021505,0.490941,2.905908,-1.039877,0.607139,2.280474,-0.874988,0.464679,1.891618,-0.783411,-0.283756,1.917924,-0.92636
8.67,0.372887,0.983947,-1.001043,-0.47762,2.201117,-1.503163,-0.338988,2.916309,-1.102024,-0.171093,0.189848,-0.694308,-0.568324,2.3282,-0.922796,0.557535,2.265481,-1.524576,-0.160752,0.965089,-1.001538,0.493696,2.925525,-1.057599,0.613959,2.297163,-0.908196,0.467565,1.91662,-0.796298,-0.281165,1.934158,-0.932565
8.68,0.376847,1.008247,-1.030237,-0.474106,2.225025,-1.553751,-0.332254,2.937284,-1.124597,-0.174088,0.199409,-0.691708,-0.57466,2.345392,-0.973909,0.563887,2.27846,-1.556863,-0.156965,0.978702,-0.984864,0.495839,2.943897,-1.074962,0.620396,2.312232,-0.941219,0.469825,1.940369,-0.810584,-0.278815,1.950238,-0.938478
8.69,0.379558,1.031125,-1.057353,-0.469454,2.247182,-1.60332,-0.325883,2.956917,-1.146078,-0.174462,0.208807,-0.683083,-0.579385,2.361558,-1.02359,0.570346,2.28924,-1.588934,-0.152956,0.991167,-0.971054,0.497303,2.960393,-1.091854,0.626654,2.325446,-0.973737,0.472726,1.961981,-0.825743,-0.275735,1.963405,-0.94535
8.7,0.382674,1.050918,-1.084625,-0.46445,2.267625,-1.652224,-0.319817,2.973648,-1.166127,-0.174368,0.220124,-0.665796,-0.583023,2.375664,-1.072671,0.577312,2.298703,-1.621397,-0.149091,1.000001,-0.961908,0.498239,2.974169,-1.107775,0.632474,2.336437,-1.005915,0.475182,1.981657,-0.840337,-0.273741,1.974353,-0.951793
8.71,0.384297,1.067932,-1.111503,-0.459946,2.287593,-1.700098,-0.314916,2.989093,-1.185185,-0.172375,0.231671,-0.64292,-0.58595,2.388385,-1.12102,0.583937,2.306756,-1.654508,-0.146564,1.006476,-0.957264,0.499007,2.985017,-1.1225,0.63809,2.345653,-1.038193,0.477901,1.998574,-0.855006,-0.270987,1.984016,-0.958514
8.72,0.385514,1.083032,-1.137164,-0.455447,2.305685,-1.747937,-0.309451,2.999845,-1.202171,-0.170275,0.24462,-0.615982,-0.587175,2.399146,-1.168758,0.590405,2.313349,-1.687885,-0.142423,1.011502,-0.954585,0.499686,2.9934,-1.135861,0.642802,2.353043,-1.070422,0.480544,2.011547,-0.86978,-0.269046,1.990265,-0.966705
8.73,0.386093,1.094458,-1.16349,-0.450702,2.322024,-1.794566,-0.306206,3.00876,-1.218676,-0.167078,0.258245,-0.585189,-0.588375,2.408299,-1.215477,0.597211,2.318753,-1.720846,-0.139774,1.01429,-0.952038,0.50083,2.999334,-1.148059,0.646671,2.358732,-1.102715,0.483386,2.019685,-0.884633,-0.267954,1.995135,-0.974732
8.74,0.386253,1.104614,-1.188276,-0.445623,2.336669,-1.84175,-0.301505,3.013767,-1.23374,-0.16322,0.272465,-0.552277,-0.587793,2.415832,-1.260554,0.603945,2.322847,-1.753538,-0.136894,1.01551,-0.950329,0.502075,3.002809,-1.159325,0.650658,2.363035,-1.13476,0.487386,2.024172,-0.899346,-0.265264,1.997942,-0.983494
8.75,0.38584,1.110239,-1.212539,-0.441251,2.349938,-1.886642,-0.298716,3.017563,-1.248207,-0.159025,0.287002,-0.519094,-0.586448,2.422958,-1.305515,0.610578,2.325243,-1.785233,-0.134749,1.016432,-0.949226,0.504638,3.004522,-1.169514,0.654142,2.365953,-1.166592,0.491034,2.023668,-0.914174,-0.26242,1.998512,-0.992901
8.76,0.384798,1.112076,-1.236244,-0.436193,2.361829,-1.931773,-0.293855,3.017867,-1.261524,-0.152961,0.30026,-0.484266,-0.583873,2.428986,-1.350111,0.617207,2.325561,-1.816244,-0.132669,1.013457,-0.946574,0.507935,3.004482,-1.179386,0.657269,2.367784,-1.197994,0.495207,2.020426,-0.928655,-0.259838,1.997565,-1.002849
8.77,0.383936,1.111285,-1.259701,-0.430804,2.372033,-1.974655,-0.290546,3.016593,-1.274545,-0.146794,0.314742,-0.450265,-0.579111,2.435776,-1.393364,0.624028,2.323877,-1.846713,-0.130534,1.010664,-0.945611,0.511014,3.002666,-1.188668,0.660232,2.368503,-1.22871,0.499094,2.014261,-0.943473,-0.255931,1.993521,-1.013248
8.78,0.382762,1.107833,-1.283697,-0.426809,2.381224,-2.017372,-0.283563,3.013361,-1.286823,-0.139886,0.328837,-0.417611,-0.574264,2.441552,-1.435005,0.631178,2.320072,-1.876363,-0.127368,1.004803,-0.942076,0.514326,2.998955,-1.19804,0.66282,2.368134,-1.259463,0.502366,2.005851,-0.958129,-0.253415,1.987663,-1.025296
8.79,0.381277,1.101336,-1.308831,-0.421122,2.388834,-2.058025,-0.276861,3.008118,-1.298009,-0.133491,0.341648,-0.386867,-0.565936,2.448297,-1.474799,0.637891,2.31415,-1.905939,-0.125474,0.997043,-0.937876,0.516592,2.993337,-1.206794,0.664529,2.367049,-1.289219,0.505155,1.994886,-0.973525,-0.250597,1.979151,-1.03877
8.8,0.380721,1.093481,-1.335001,-0.416077,2.395919,-2.096725,-0.270207,3.000882,-1.307607,-0.125803,0.352316,-0.359099,-0.556282,2.454052,-1.51246,0.644766,2.306608,-1.934674,-0.122333,0.989006,-0.934714,0.518483,2.986276,-1.214587,0.666222,2.365524,-1.318181,0.507972,1.98257,-0.988929,-0.248244,1.967261,-1.052893
8.81,0.380806,1.083598,-1.36289,-0.412844,2.403028,-2.135443,-0.262785,2.992254,-1.31657,-0.117753,0.359629,-0.335329,-0.5459,2.458359,-1.547124,0.65172,2.297948,-1.962575,-0.118559,0.975705,-0.930708,0.519496,2.977353,-1.221278,0.66734,2.363171,-1.347236,0.510581,1.968342,-1.005623,-0.245929,1.952598,-1.068339
8.82,0.38087,1.072309,-1.390947,-0.40827,2.405646,-2.170058,-0.256727,2.982059,-1.324435,-0.111558,0.361789,-0.316354,-0.533912,2.461708,-1.580148,0.657882,2.288579,-1.98975,-0.115766,0.963773,-0.926044,0.519993,2.966791,-1.227113,0.668145,2.360065,-1.375278,0.512485,1.951732,-1.022775,-0.242781,1.935767,-1.083628
8.83,0.381096,1.059774,-1.419134,-0.404633,2.406958,-2.202971,-0.24975,2.971774,-1.331751,-0.10639,0.360326,-0.300701,-0.52148,2.463177,-1.61018,0.664534,2.278596,-2.015656,-0.112638,0.950271,-0.920107,0.520255,2.95485,-1.231908,0.66876,2.356595,-1.402733,0.515144,1.934377,-1.041509,-0.239778,1.916036,-1.098833
8.84,0.381568,1.045226,-1.446971,-0.401146,2.406101,-2.232339,-0.243244,2.960005,-1.339013,-0.103057,0.353339,-0.289088,-0.509498,2.463445,-1.638945,0.670683,2.26922,-2.040378,-0.108896,0.935643,-0.9133,0.520514,2.941839,-1.235665,0.670201,2.352201,-1.428663,0.518792,1.915901,-1.061574,-0.23662,1.895135,-1.114992
8.85,0.381675,1.028746,-1.474398,-0.398992,2.403662,-2.25999,-0.237126,2.946462,-1.346301,-0.101441,0.341525,-0.281936,-0.498486,2.459878,-1.665554,0.676376,2.260472,-2.064568,-0.105176,0.919148,-0.907483,0.52034,2.926908,-1.239515,0.671253,2.346641,-1.453585,0.523104,1.896993,-1.083398,-0.234167,1.871308,-1.131354
8.86,0.380909,1.010246,-1.500848,-0.396051,2.401892,-2.284944,-0.230389,2.931458,-1.354024,-0.09907,0.326988,-0.276266,-0.488394,2.454133,-1.689062,0.682031,2.253028,-2.087883,-0.102844,0.903168,-0.900844,0.519669,2.910023,-1.243522,0.672758,2.339881,-1.477378,0.526885,1.876033,-1.106656,-0.23055,1.846971,-1.146413
8.87,0.379013,0.989642,-1.527134,-0.391403,2.401154,-2.307555,-0.223,2.914105,-1.360907,-0.097124,0.30734,-0.271164,-0.478953,2.445852,-1.710469,0.686978,2.247661,-2.111566,-0.098229,0.88092,-0.899582,0.519301,2.891292,-1.249448,0.675714,2.33165,-1.49948,0.531292,1.85408,-1.131019,-0.226972,1.820678,-1.16032
