Format Version,1.23,Take Name,jon non dominant,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-03-05 10.47.35.894 AM,Capture Start Frame,161350,Total Frames in Take,2060,Total Exported Frames,2060,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1006,Unlabeled 1006,Unlabeled 1006,Unlabeled 1007,Unlabeled 1007,Unlabeled 1007,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1010,Unlabeled 1010,Unlabeled 1010,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012
,ID,"F3260","F3260","F3260","F32B0","F32B0","F32B0","F32E0","F32E0","F32E0","F3320","F3320","F3320","F3330","F3330","F3330","F3340","F3340","F3340"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
832,6.933333,,,,0.038293,0.018889,0.118009,,,,,,,,,,0.019280,0.063647,0.267882
833,6.941667,,,,0.038260,0.018825,0.118183,,,,,,,,,,0.019347,0.063646,0.268159
834,6.950000,,,,0.038287,0.018751,0.118435,,,,,,,,,,0.019297,0.063689,0.268259
835,6.958333,,,,0.038120,0.018769,0.118535,,,,,,,,,,0.019150,0.063745,0.268336
836,6.966667,,,,0.038092,0.018757,0.118824,,,,,,,,,,0.019182,0.063751,0.268657
837,6.975000,,,,0.038014,0.018782,0.119001,,,,,,,,,,0.019343,0.063702,0.269186
838,6.983333,,,,0.038085,0.018691,0.119384,,,,,,,,,,0.019364,0.063728,0.269486
839,6.991667,,,,0.037825,0.018777,0.119539,,,,,,,,,,0.019566,0.063643,0.270064
840,7.000000,,,,0.037809,0.018777,0.119888,,,,,,,,,,0.019514,0.063655,0.270344
841,7.008333,,,,0.037519,0.018868,0.119976,,,,,,,,,,0.019412,0.063705,0.270594
842,7.016667,,,,0.037518,0.018864,0.120335,,,,,,,,,,0.019341,0.063775,0.270852
843,7.025000,,,,0.037522,0.018877,0.120659,,,,,,,,,,0.019528,0.063721,0.271370
844,7.033333,,,,0.037486,0.018887,0.121078,,,,,,,,,,0.019739,0.063669,0.271979
845,7.041667,,,,0.037668,0.018815,0.121588,,,,,,,,,,0.019733,0.063667,0.272334
846,7.050000,,,,0.037618,0.018915,0.121783,,,,,,,,,,0.019859,0.063545,0.272862
847,7.058333,,,,0.037856,0.018863,0.122251,,,,,,,,,,0.019978,0.063435,0.273349
848,7.066667,,,,0.038008,0.018842,0.122655,,,,,,,,,,0.020101,0.063331,0.273917
849,7.075000,,,,0.038196,0.018841,0.123073,,,,,,,,,,0.020084,0.063288,0.274234
850,7.083333,,,,0.038374,0.018884,0.123408,,,,,,,,,,0.020280,0.063147,0.274797
851,7.091667,,,,0.038563,0.018881,0.123813,,,,,,,,,,0.020479,0.063051,0.275300
852,7.100000,,,,0.038980,0.018758,0.124444,,,,,,,,,,0.020696,0.062959,0.275854
853,7.108333,,,,0.038877,0.018861,0.124613,,,,,,,,,,0.020914,0.062882,0.276350
854,7.116667,,,,0.039182,0.018799,0.125121,,,,,,,,,,0.021138,0.062800,0.276825
855,7.125000,,,,0.039415,0.018788,0.125553,,,,,,,,,,0.021168,0.062804,0.277154
856,7.133333,,,,0.039557,0.018813,0.125804,,,,,,,,,,0.021405,0.062736,0.277605
857,7.141667,,,,0.039885,0.018767,0.126317,,,,,,,,,,0.021649,0.062679,0.278085
858,7.150000,,,,0.040082,0.018781,0.126624,,,,,,,,,,0.021827,0.062615,0.278472
859,7.158333,,,,0.040226,0.018798,0.126888,,,,,,,,,,0.022002,0.062583,0.278884
860,7.166667,,,,0.040400,0.018794,0.127249,,,,,,,,,,0.022175,0.062544,0.279245
861,7.175000,,,,0.040588,0.018749,0.127605,,,,,,,,,,0.022365,0.062478,0.279641
862,7.183333,,,,0.040781,0.018745,0.127939,,,,,,,,,,0.022528,0.062439,0.279975
863,7.191667,,,,0.040966,0.018701,0.128296,,,,,,,,,,0.022745,0.062400,0.280382
864,7.200000,,,,0.040825,0.018794,0.128355,,,,,,,,,,0.022780,0.062406,0.280525
865,7.208333,,,,0.040761,0.018820,0.128434,,,,,,,,,,0.022761,0.062438,0.280604
866,7.216667,,,,0.040758,0.018810,0.128535,,,,,,,,,,0.022834,0.062376,0.280756
867,7.225000,,,,0.040829,0.018793,0.128672,,,,,,,,,,0.022883,0.062314,0.280833
868,7.233333,,,,0.040947,0.018712,0.128851,,,,,,,,,,0.022925,0.062248,0.280884
869,7.241667,,,,0.040866,0.018741,0.128764,,,,,,,,,,0.022912,0.062221,0.280840
870,7.250000,,,,0.040884,0.018696,0.128817,,,,,,,,,,0.022922,0.062174,0.280739
871,7.258333,,,,0.040742,0.018699,0.128714,,,,,,,,,,0.022890,0.062141,0.280640
872,7.266667,,,,0.040701,0.018628,0.128737,,,,,,,,,,0.022813,0.062142,0.280480
873,7.275000,,,,0.040471,0.018654,0.128534,,,,,,,,,,0.022725,0.062154,0.280302
874,7.283333,,,,0.040367,0.018686,0.128245,,,,,,,,,,0.022611,0.062194,0.280058
875,7.291667,,,,0.040318,0.018679,0.128091,,,,,,,,,,0.022546,0.062218,0.279826
876,7.300000,,,,0.040333,0.018604,0.127962,,,,,,,,,,0.022458,0.062245,0.279572
877,7.308333,,,,0.040160,0.018622,0.127660,,,,,,,,,,0.022366,0.062254,0.279284
878,7.316667,,,,0.039979,0.018653,0.127331,,,,,,,,,,0.022150,0.062314,0.278803
879,7.325000,,,,0.039728,0.018679,0.126935,,,,,,,,,,0.022037,0.062304,0.278506
880,7.333333,,,,0.039667,0.018631,0.126743,,,,,,,,,,0.022035,0.062174,0.278327
881,7.341667,,,,0.039342,0.018693,0.126239,,,,,,,,,,0.021945,0.062144,0.278031
882,7.350000,,,,0.039265,0.018610,0.126055,,,,,,,,,,0.021849,0.062102,0.277761
883,7.358333,,,,0.039076,0.018639,0.125767,,,,,,,,,,0.021583,0.062158,0.277203
884,7.366667,,,,0.038944,0.018620,0.125543,,,,,,,,,,0.021456,0.062171,0.276902
885,7.375000,,,,0.038627,0.018708,0.125097,,,,,,,,,,0.021328,0.062189,0.276595
886,7.383333,,,,0.038460,0.018704,0.124807,,,,,,,,,,0.021220,0.062190,0.276362
887,7.391667,,,,0.038523,0.018621,0.124714,,,,,,,,,,0.021068,0.062213,0.276095
888,7.400000,,,,0.038429,0.018602,0.124493,,,,,,,,,,0.020884,0.062283,0.275766
889,7.408333,,,,0.038328,0.018650,0.124262,,,,,,,,,,0.020833,0.062304,0.275667
890,7.416667,,,,0.038336,0.018614,0.124197,,,,,,,,,,0.020753,0.062327,0.275552
891,7.425000,,,,0.038263,0.018650,0.124083,,,,,,,,,,0.020656,0.062366,0.275437
892,7.433333,,,,0.038211,0.018674,0.123984,,,,,,,,,,0.020627,0.062367,0.275414
893,7.441667,,,,0.038239,0.018676,0.123998,,,,,,,,,,0.020610,0.062369,0.275425
894,7.450000,,,,0.038351,0.018647,0.124090,,,,,,,,,,0.020640,0.062328,0.275496
895,7.458333,,,,0.038463,0.018658,0.124141,,,,,,,,,,0.020677,0.062266,0.275594
896,7.466667,,,,0.038706,0.018659,0.124226,,,,,,,,,,0.020766,0.062180,0.275769
897,7.475000,,,,0.038851,0.018719,0.124282,,,,,,,,,,0.020962,0.062036,0.276023
898,7.483333,,,,0.039123,0.018690,0.124496,,,,,,,,,,0.021036,0.061932,0.276209
899,7.491667,,,,0.039348,0.018680,0.124636,,,,,,,,,,0.021040,0.061858,0.276352
900,7.500000,,,,0.039680,0.018695,0.124751,,,,,,,,,,0.021054,0.061745,0.276533
901,7.508333,,,,0.040156,0.018684,0.124994,,,,,,,,,,0.021097,0.061617,0.276806
902,7.516667,,,,0.040789,0.018749,0.125137,,,,,,,,,,0.021113,0.061523,0.277118
903,7.525000,,,,0.041590,0.018704,0.125558,,,,,,,,,,0.021158,0.061401,0.277443
904,7.533333,,,,0.042137,0.018843,0.125615,,,,,,,,,,0.021180,0.061282,0.277775
905,7.541667,,,,0.043024,0.018818,0.126003,,,,,,,,,,0.021215,0.061131,0.278067
906,7.550000,,,,0.043659,0.018923,0.126114,,,,,,,,,,0.021300,0.060987,0.278365
907,7.558333,,,,0.044131,0.018947,0.126326,,,,,,,,,,0.021356,0.060902,0.278564
908,7.566667,,,,0.044749,0.018901,0.126729,,,,,,,,,,0.021501,0.060828,0.278866
909,7.575000,,,,0.045010,0.018917,0.126885,,,,,,,,,,0.021658,0.060766,0.279078
910,7.583333,,,,0.045079,0.018983,0.126909,,,,,,,,,,0.021759,0.060735,0.279215
911,7.591667,,,,0.045183,0.018954,0.127063,,,,,,,,,,0.021859,0.060696,0.279329
912,7.600000,,,,0.045315,0.018856,0.127311,,,,,,,,,,0.021946,0.060658,0.279406
913,7.608333,,,,0.045264,0.018849,0.127346,,,,,,,,,,0.021990,0.060633,0.279443
914,7.616667,,,,0.045176,0.018843,0.127415,,,,,,,,,,0.021932,0.060627,0.279388
915,7.625000,,,,0.044990,0.018867,0.127403,,,,,,,,,,0.021906,0.060594,0.279372
916,7.633333,,,,0.044626,0.018920,0.127261,,,,,,,,,,0.021908,0.060578,0.279415
917,7.641667,,,,0.044417,0.018961,0.127205,,,,,,,,,,0.021896,0.060565,0.279474
918,7.650000,,,,0.044356,0.018862,0.127446,,,,,,,,,,0.021661,0.060639,0.279281
919,7.658333,,,,0.044010,0.018904,0.127466,,,,,,,,,,0.021407,0.060725,0.279093
920,7.666667,,,,0.043743,0.018912,0.127467,,,,,,,,,,0.021355,0.060707,0.279119
921,7.675000,,,,0.043380,0.018973,0.127427,,,,,,,,,,0.021233,0.060696,0.279065
922,7.683333,,,,0.043357,0.018971,0.127521,,,,,,,,,,0.021184,0.060640,0.279117
923,7.691667,,,,0.043144,0.019081,0.127426,,,,,,,,,,0.021132,0.060569,0.279145
924,7.700000,,,,0.043122,0.019135,0.127468,,,,,,,,,,0.021060,0.060499,0.279183
925,7.708333,,,,0.042995,0.019288,0.127399,,,,,,,,,,0.020955,0.060457,0.279134
926,7.716667,,,,0.042966,0.019481,0.127331,,,,,,,,,,0.020871,0.060434,0.279065
927,7.725000,,,,0.043035,0.019620,0.127346,,,,,,,,,,0.020811,0.060407,0.279023
928,7.733333,,,,0.043139,0.019795,0.127343,,,,,,,,,,0.020634,0.060457,0.278865
929,7.741667,,,,0.043139,0.020053,0.127258,,,,,,,,,,0.020600,0.060477,0.278837
930,7.750000,,,,0.043115,0.020297,0.127054,,,,,,,,,,0.020569,0.060500,0.278786
931,7.758333,,,,0.043301,0.020498,0.126985,,,,,,,,,,0.020529,0.060528,0.278712
932,7.766667,,,,0.043245,0.020769,0.126688,,,,,,,,,,0.020477,0.060568,0.278605
933,7.775000,,,,0.043368,0.020907,0.126597,,,,,,,,,,0.020410,0.060637,0.278437
934,7.783333,,,,0.043563,0.021015,0.126572,,,,,,,,,,0.020368,0.060755,0.278298
935,7.791667,,,,0.043481,0.021225,0.126253,,,,,,,,,,0.020404,0.060875,0.278203
936,7.800000,,,,0.043545,0.021294,0.126142,,,,,,,,,,0.020476,0.061060,0.278117
937,7.808333,,,,0.043580,0.021412,0.125971,,,,,,,,,,0.020435,0.061240,0.277880
938,7.816667,,,,0.043628,0.021569,0.125690,,,,,,,,,,0.020477,0.061399,0.277680
939,7.825000,,,,0.043694,0.021623,0.125573,,,,,,,,,,0.020485,0.061559,0.277432
940,7.833333,,,,0.043707,0.021683,0.125347,,,,,,,,,,0.020659,0.061628,0.277354
941,7.841667,,,,0.043834,0.021717,0.125106,,,,,,,,,,0.020827,0.061754,0.277175
942,7.850000,,,,0.043778,0.021757,0.124773,,,,,,,,,,0.020885,0.061911,0.276953
943,7.858333,,,,0.043640,0.021783,0.124433,,,,,,,,,,0.020971,0.062081,0.276694
944,7.866667,,,,0.043654,0.021663,0.124262,,,,,,,,,,0.021044,0.062295,0.276423
945,7.875000,,,,0.043881,0.021414,0.124255,,,,,,,,,,0.021026,0.062547,0.276049
946,7.883333,,,,0.043682,0.021421,0.123855,,,,,,,,,,0.021374,0.062622,0.276036
947,7.891667,,,,0.043586,0.021298,0.123581,,,,,,,,,,0.021502,0.062774,0.275749
948,7.900000,,,,0.043664,0.021153,0.123403,,,,,,,,,,0.021624,0.062885,0.275517
949,7.908333,,,,0.043609,0.021168,0.123041,,,,,,,,,,0.021670,0.062969,0.275203
950,7.916667,,,,0.043763,0.021089,0.122927,,,,,,,,,,0.021650,0.063105,0.274824
951,7.925000,,,,0.043655,0.021151,0.122456,,,,,,,,,,0.021858,0.063120,0.274732
952,7.933333,,,,0.043889,0.020948,0.122340,,,,,,,,,,0.021970,0.063194,0.274506
953,7.941667,,,,0.043842,0.020870,0.122057,,,,,,,,,,0.022184,0.063221,0.274421
954,7.950000,,,,0.044029,0.020600,0.121929,,,,,,,,,,0.022183,0.063338,0.274020
955,7.958333,,,,0.044168,0.020402,0.121820,,,,,,,,,,0.022339,0.063417,0.273851
956,7.966667,,,,0.044064,0.020373,0.121434,,,,,,,,,,0.022599,0.063478,0.273829
957,7.975000,,,,0.044109,0.020247,0.121203,,,,,,,,,,0.022644,0.063620,0.273494
958,7.983333,,,,0.044410,0.020102,0.121165,,,,,,,,,,0.022763,0.063677,0.273319
959,7.991667,,,,0.044368,0.020096,0.120852,,,,,,,,,,0.022899,0.063721,0.273118
960,8.000000,,,,0.044736,0.019842,0.120888,,,,,,,,,,0.023028,0.063764,0.272956
961,8.008333,,,,0.044721,0.019760,0.120655,,,,,,,,,,0.023357,0.063714,0.273071
962,8.016667,,,,0.044769,0.019637,0.120510,,,,,,,,,,0.023439,0.063745,0.272896
963,8.025000,,,,0.045007,0.019417,0.120488,,,,,,,,,,0.023470,0.063712,0.272734
964,8.033333,,,,0.045359,0.019106,0.120609,,,,,,,,,,0.023685,0.063628,0.272835
965,8.041667,,,,0.045394,0.019067,0.120541,,,,,,,,,,0.023778,0.063607,0.272851
966,8.050000,,,,0.045589,0.019007,0.120635,,,,,,,,,,0.023884,0.063580,0.272936
967,8.058333,,,,0.045646,0.019068,0.120606,,,,,,,,,,0.023906,0.063531,0.272986
968,8.066667,,,,0.045728,0.019054,0.120759,,,,,,,,,,0.023924,0.063527,0.273071
969,8.075000,,,,0.045837,0.019053,0.120972,,,,,,,,,,0.023960,0.063502,0.273235
970,8.083333,,,,0.045895,0.019064,0.121094,,,,,,,,,,0.024001,0.063470,0.273425
971,8.091667,,,,0.046012,0.019050,0.121278,,,,,,,,,,0.024108,0.063418,0.273713
972,8.100000,,,,0.046060,0.019024,0.121432,,,,,,,,,,0.024169,0.063373,0.273935
973,8.108333,,,,0.046236,0.018954,0.121726,,,,,,,,,,0.024150,0.063363,0.274046
974,8.116667,,,,0.046170,0.019028,0.121753,,,,,,,,,,0.024218,0.063316,0.274266
975,8.125000,,,,0.046240,0.018999,0.121941,,,,,,,,,,0.024150,0.063319,0.274311
976,8.133333,,,,0.046209,0.019041,0.121980,,,,,,,,,,0.024212,0.063289,0.274566
977,8.141667,,,,0.046236,0.019071,0.122076,,,,,,,,,,0.024254,0.063269,0.274725
978,8.150000,,,,0.046337,0.019066,0.122237,,,,,,,,,,0.024315,0.063234,0.274893
979,8.158333,,,,0.046385,0.019114,0.122311,,,,,,,,,,0.024393,0.063173,0.275070
980,8.166667,,,,0.046605,0.019038,0.122576,,,,,,,,,,0.024329,0.063168,0.275059
981,8.175000,,,,0.046743,0.019021,0.122693,,,,,,,,,,0.024411,0.063146,0.275196
982,8.183333,,,,0.046921,0.018965,0.122865,,,,,,,,,,0.024452,0.063145,0.275299
983,8.191667,,,,0.047134,0.018933,0.123011,,,,,,,,,,0.024501,0.063138,0.275375
984,8.200000,,,,0.047252,0.018908,0.123119,,,,,,,,,,0.024564,0.063121,0.275445
985,8.208333,,,,0.047252,0.018923,0.123105,,,,,,,,,,0.024622,0.063101,0.275521
986,8.216667,,,,0.047257,0.018925,0.123117,,,,,,,,,,0.024726,0.063054,0.275611
987,8.225000,,,,0.047295,0.018899,0.123179,,,,,,,,,,0.024753,0.063016,0.275628
988,8.233333,,,,0.047116,0.018962,0.123086,,,,,,,,,,0.024747,0.062995,0.275602
989,8.241667,,,,0.047019,0.018994,0.123045,,,,,,,,,,0.024705,0.063002,0.275505
990,8.250000,,,,0.046884,0.019021,0.122986,,,,,,,,,,0.024670,0.063003,0.275410
991,8.258333,,,,0.046804,0.019005,0.122987,,,,,,,,,,0.024657,0.062982,0.275338
992,8.266667,,,,0.046698,0.019011,0.122950,,,,,,,,,,0.024630,0.062937,0.275230
993,8.275000,,,,0.046526,0.019007,0.122848,,,,,,,,,,0.024584,0.062879,0.275091
994,8.283333,,,,0.046344,0.019042,0.122691,,,,,,,,,,0.024534,0.062890,0.274923
995,8.291667,,,,0.046168,0.018948,0.122644,,,,,,,,,,0.024441,0.062907,0.274600
996,8.300000,,,,0.045884,0.018935,0.122534,,,,,,,,,,0.024362,0.062968,0.274375
997,8.308333,,,,0.045428,0.019002,0.122293,,,,,,,,,,0.024244,0.063021,0.274085
998,8.316667,,,,0.045019,0.018963,0.122156,,,,,,,,,,0.024146,0.063041,0.273846
999,8.325000,,,,0.044539,0.018954,0.121949,,,,,,,,,,0.023978,0.063106,0.273479
1000,8.333333,,,,0.043797,0.018967,0.121729,,,,,,,,,,0.023934,0.063154,0.273278
1001,8.341667,,,,0.043205,0.018872,0.121736,,,,,,,,,,0.023890,0.063189,0.273111
1002,8.350000,,,,0.042451,0.018855,0.121713,,,,,,,,,,0.023620,0.063297,0.272746
1003,8.358333,,,,0.041591,0.018943,0.121530,,,,,,,,,,0.023353,0.063398,0.272484
1004,8.366667,,,,0.041061,0.018912,0.121667,,,,,,,,,,0.023063,0.063421,0.272339
1005,8.375000,,,,0.040602,0.018903,0.121836,,,,,,,,,,0.022747,0.063467,0.272233
1006,8.383333,,,,0.040169,0.018983,0.121837,,,,,,,,,,0.022644,0.063366,0.272443
1007,8.391667,,,,0.039970,0.018935,0.122045,,,,,,,,,,0.022464,0.063341,0.272537
1008,8.400000,,,,0.039439,0.019046,0.122033,,,,,,,,,,0.022266,0.063335,0.272699
1009,8.408333,,,,0.039526,0.018908,0.122429,,,,,,,,,,0.022049,0.063359,0.272808
1010,8.416667,,,,0.039322,0.018947,0.122604,,,,,,,,,,0.022007,0.063371,0.273062
1011,8.425000,,,,0.039185,0.018974,0.122719,,,,,,,,,,0.021992,0.063304,0.273404
1012,8.433333,,,,0.039165,0.018991,0.122903,,,,,,,,,,0.021954,0.063256,0.273623
1013,8.441667,,,,0.039365,0.018869,0.123311,,,,,,,,,,0.021873,0.063230,0.273835
1014,8.450000,,,,0.039273,0.018893,0.123425,,,,,,,,,,0.021835,0.063159,0.274100
1015,8.458333,,,,0.039348,0.018897,0.123562,,,,,,,,,,0.021849,0.063084,0.274364
1016,8.466667,,,,0.039409,0.018949,0.123633,,,,,,,,,,0.021866,0.062953,0.274692
1017,8.475000,,,,0.039879,0.018868,0.123985,,,,,,,,,,0.021515,0.062960,0.274607
1018,8.483333,,,,0.040158,0.018850,0.124183,,,,,,,,,,0.021548,0.062813,0.274960
1019,8.491667,,,,0.040508,0.018828,0.124375,,,,,,,,,,0.021646,0.062656,0.275411
1020,8.500000,,,,0.041198,0.018725,0.124762,,,,,,,,,,0.021588,0.062575,0.275636
1021,8.508333,,,,0.041561,0.018762,0.124892,,,,,,,,,,0.021689,0.062442,0.276054
1022,8.516667,,,,0.042218,0.018739,0.125149,,,,,,,,,,0.021611,0.062409,0.276189
1023,8.525000,,,,0.042729,0.018759,0.125309,,,,,,,,,,0.021570,0.062369,0.276358
1024,8.533333,,,,0.043216,0.018767,0.125435,,,,,,,,,,0.021505,0.062331,0.276450
1025,8.541667,,,,0.043742,0.018867,0.125509,,,,,,,,,,0.021641,0.062206,0.276776
1026,8.550000,,,,0.044308,0.018778,0.125712,,,,,,,,,,0.021684,0.062163,0.276927
1027,8.558333,,,,0.044831,0.018774,0.125831,,,,,,,,,,0.021754,0.062127,0.277043
1028,8.566667,,,,0.044954,0.018871,0.125614,,,,,,,,,,0.021837,0.062094,0.277097
1029,8.575000,,,,0.045390,0.018782,0.125767,,,,,,,,,,0.021890,0.062068,0.277055
1030,8.583333,,,,0.045669,0.018798,0.125743,,,,,,,,,,0.021922,0.062078,0.276976
1031,8.591667,,,,0.045768,0.018936,0.125461,,,,,,,,,,0.021928,0.062092,0.276784
1032,8.600000,,,,0.046016,0.018861,0.125459,,,,,,,,,,0.021919,0.062114,0.276619
1033,8.608333,,,,0.046111,0.018865,0.125203,,,,,,,,,,0.022027,0.062114,0.276503
1034,8.616667,,,,0.046283,0.018824,0.125043,,,,,,,,,,0.022163,0.062130,0.276291
1035,8.625000,,,,0.046372,0.018820,0.124786,,,,,,,,,,0.022327,0.062164,0.276137
1036,8.633333,,,,0.046480,0.018810,0.124566,,,,,,,,,,0.022493,0.062207,0.275929
1037,8.641667,,,,0.046374,0.018909,0.124061,,,,,,,,,,0.022625,0.062272,0.275675
1038,8.650000,,,,0.046629,0.018824,0.123923,,,,,,,,,,0.022763,0.062318,0.275340
1039,8.658333,,,,0.046749,0.018788,0.123625,,,,,,,,,,0.023044,0.062358,0.275208
1040,8.666667,,,,0.046882,0.018738,0.123361,,,,,,,,,,0.023224,0.062415,0.274894
1041,8.675000,,,,0.046872,0.018790,0.122973,,,,,,,,,,0.023427,0.062443,0.274706
1042,8.683333,,,,0.046875,0.018781,0.122636,,,,,,,,,,0.023519,0.062548,0.274340
1043,8.691667,,,,0.046883,0.018756,0.122451,,,,,,,,,,0.023713,0.062620,0.274237
1044,8.700000,,,,0.046834,0.018786,0.122262,,,,,,,,,,0.023980,0.062648,0.274251
1045,8.708333,,,,0.046768,0.018726,0.122128,,,,,,,,,,0.023962,0.062784,0.273981
1046,8.716667,,,,0.046648,0.018676,0.122063,,,,,,,,,,0.024015,0.062844,0.273886
1047,8.725000,,,,0.046323,0.018680,0.121880,,,,,,,,,,0.024014,0.062873,0.273768
1048,8.733333,,,,0.045999,0.018696,0.121748,,,,,,,,,,0.023958,0.062900,0.273681
1049,8.741667,,,,0.045744,0.018794,0.121605,,,,,,,,,,0.023945,0.062864,0.273722
1050,8.750000,,,,0.045765,0.018836,0.121640,,,,,,,,,,0.024004,0.062809,0.273858
1051,8.758333,,,,0.045756,0.018871,0.121664,,,,,,,,,,0.024007,0.062774,0.273937
1052,8.766667,,,,0.045748,0.018929,0.121668,,,,,,,,,,0.024056,0.062729,0.274072
1053,8.775000,,,,0.045776,0.018940,0.121753,,,,,,,,,,0.024014,0.062711,0.274095
1054,8.783333,,,,0.045876,0.018867,0.121993,,,,,,,,,,0.024052,0.062687,0.274230
1055,8.791667,,,,0.045965,0.018821,0.122264,,,,,,,,,,0.024057,0.062701,0.274352
1056,8.800000,,,,0.046007,0.018813,0.122481,,,,,,,,,,0.024010,0.062739,0.274444
1057,8.808333,,,,0.045793,0.018921,0.122529,,,,,,,,,,0.023793,0.062816,0.274354
1058,8.816667,,,,0.045790,0.018936,0.122735,,,,,,,,,,0.023763,0.062823,0.274500
1059,8.825000,,,,0.045633,0.019037,0.122763,,,,,,,,,,0.023639,0.062855,0.274499
1060,8.833333,,,,0.045326,0.019160,0.122678,,,,,,,,,,0.023427,0.062918,0.274391
1061,8.841667,,,,0.045160,0.019300,0.122720,,,,,,,,,,0.023318,0.062936,0.274372
1062,8.850000,,,,0.044897,0.019427,0.122709,,,,,,,,,,0.023264,0.062965,0.274418
1063,8.858333,,,,0.044602,0.019592,0.122616,,,,,,,,,,0.023107,0.063075,0.274299
1064,8.866667,,,,0.044225,0.019814,0.122425,,,,,,,,,,0.023012,0.063152,0.274202
1065,8.875000,,,,0.044096,0.019943,0.122389,,,,,,,,,,0.022853,0.063236,0.273980
1066,8.883333,,,,0.044037,0.020072,0.122327,,,,,,,,,,0.022803,0.063283,0.273854
1067,8.891667,,,,0.043843,0.020292,0.122052,,,,,,,,,,0.022795,0.063311,0.273738
1068,8.900000,,,,0.043662,0.020455,0.121778,,,,,,,,,,0.022873,0.063347,0.273643
1069,8.908333,,,,0.043531,0.020540,0.121583,,,,,,,,,,0.022923,0.063434,0.273445
1070,8.916667,,,,0.043421,0.020547,0.121428,,,,,,,,,,0.022876,0.063596,0.273040
1071,8.925000,,,,0.043391,0.020445,0.121411,,,,,,,,,,0.023121,0.063717,0.272952
1072,8.933333,,,,0.043163,0.020350,0.121250,,,,,,,,,,0.023100,0.064047,0.272470
1073,8.941667,,,,0.042964,0.020250,0.121116,,,,,,,,,,0.023559,0.064183,0.272468
1074,8.950000,,,,0.042753,0.020156,0.120989,,,,,,,,,,0.023839,0.064406,0.272250
1075,8.958333,,,,0.042429,0.020160,0.120764,,,,,,,,,,0.023978,0.064618,0.271873
1076,8.966667,,,,0.042184,0.020195,0.120576,,,,,,,,,,0.024257,0.064790,0.271713
1077,8.975000,,,,0.042096,0.020244,0.120451,,,,,,,,,,0.024527,0.064892,0.271574
1078,8.983333,,,,0.042248,0.020331,0.120332,,,,,,,,,,0.024694,0.065000,0.271465
1079,8.991667,,,,0.042440,0.020375,0.120207,,,,,,,,,,0.024753,0.065113,0.271310
1080,9.000000,,,,0.042581,0.020390,0.120080,,,,,,,,,,0.024794,0.065203,0.271069
1081,9.008333,,,,0.042595,0.020376,0.119919,,,,,,,,,,0.024961,0.065199,0.271062
1082,9.016667,,,,0.042500,0.020331,0.119719,,,,,,,,,,0.025068,0.065253,0.271022
1083,9.025000,,,,0.042521,0.020179,0.119712,,,,,,,,,,0.025112,0.065309,0.270917
1084,9.033333,,,,0.042537,0.019987,0.119746,,,,,,,,,,0.025260,0.065302,0.270895
1085,9.041667,,,,0.042728,0.019752,0.119989,,,,,,,,,,0.025459,0.065284,0.270973
1086,9.050000,,,,0.042674,0.019606,0.119904,,,,,,,,,,0.025639,0.065237,0.271069
1087,9.058333,,,,0.042839,0.019367,0.119977,,,,,,,,,,0.025686,0.065210,0.271033
1088,9.066667,,,,0.042947,0.019256,0.119937,,,,,,,,,,0.025814,0.065102,0.271060
1089,9.075000,,,,0.043064,0.019199,0.119863,,,,,,,,,,0.025995,0.064996,0.271167
1090,9.083333,,,,0.043451,0.019116,0.119988,,,,,,,,,,0.026185,0.064873,0.271308
1091,9.091667,,,,0.043747,0.019125,0.119950,,,,,,,,,,0.026302,0.064793,0.271406
1092,9.100000,,,,0.044195,0.019150,0.119975,,,,,,,,,,0.026344,0.064689,0.271456
1093,9.108333,,,,0.044627,0.019172,0.120064,,,,,,,,,,0.026586,0.064475,0.271757
1094,9.116667,,,,0.044985,0.019258,0.119989,,,,,,,,,,0.026673,0.064369,0.271918
1095,9.125000,,,,0.045702,0.019253,0.120222,,,,,,,,,,0.026680,0.064244,0.272049
1096,9.133333,,,,0.046074,0.019330,0.120174,,,,,,,,,,0.026744,0.064138,0.272254
1097,9.141667,,,,0.046712,0.019274,0.120392,,,,,,,,,,0.026902,0.064008,0.272611
1098,9.150000,,,,0.047097,0.019314,0.120412,,,,,,,,,,0.026868,0.063927,0.272752
1099,9.158333,,,,0.047490,0.019297,0.120557,,,,,,,,,,0.026997,0.063803,0.273045
1100,9.166667,,,,0.047715,0.019304,0.120619,,,,,,,,,,0.027013,0.063705,0.273240
1101,9.175000,,,,0.047889,0.019336,0.120682,,,,,,,,,,0.027013,0.063638,0.273463
1102,9.183333,,,,0.048202,0.019254,0.120901,,,,,,,,,,0.026879,0.063596,0.273556
